listing_id,photo_query
b96f1e84-489e-4162-99c0-ccdc52e6e012,standing floor fan
0dbd51e4-3a9b-4807-a9a8-7ac99d93cf48,wooden dining chairs
1d832c18-61aa-413b-a316-1c2a82cc6280,coffee table living room
efdfd867-c082-4542-be2d-d91f14ca5f6f,basketball
2157db92-7ed0-4b07-a223-cd4257c59704,weight bench gym
1266d7c0-db66-489a-8429-1e488673959e,mattress bed frame
a043513d-61fa-4fe1-96e6-26b76d0e6846,sneakers shoes
d92c0c90-e701-4b62-9b05-7f8143d3407a,open textbook desk
389ae361-5fd8-46b1-a629-43e0f92973d9,winter boots
b6dd1dd4-9925-4164-83e7-c9fbb3747604,shopping trolley cart
42f51fa0-a170-4df1-8f2a-fad9205ef216,spiral notebook binder
6688f72d-c932-44b8-b55b-39798cb3f298,coffee mugs glasses
42d6bd70-2095-4b16-8a59-5606a1834209,small writing desk
16cd69f5-802b-49b8-86c9-05c6e04bdeb4,wooden bed frame
e4cb58be-6e31-4d6b-af33-496b6be0b713,kitchen blender
609d84ba-c5d5-4d6a-8e81-53f5830e6806,small dining table
75eab33d-073c-414a-8aa8-ebb3a1393c22,dinner plates dishes
fc08385b-878e-4380-95e1-3f6a1bf13a6b,spiral notebook binder
2251f4f1-ebeb-49af-a625-098151ae2abf,rain jacket
672cb9a8-23b2-417f-8f10-6417df21a9e9,birch wooden desk
c45b1367-fb75-438f-9450-27b0a2b7a562,chest of drawers dresser
bc39b2de-20b7-4ad7-9329-3580d531ec90,electric kettle
0a4fa256-29d0-4908-b841-38e9d911d00d,kitchen blender
8cdffc3e-c9a3-4f78-a471-b61cc707157e,small dining table
fffb85fc-2c3f-4152-a432-d3199583a261,kitchen utensils
557fe4e7-26cc-403e-8469-e9d69452361d,open textbook desk
dcb4928f-33b6-4baa-9612-9d88407796f1,coffee table living room
93039c0f-b5c3-4a99-a536-72ac922fdfd2,dinner plates dishes
3062bce7-7812-46ea-897b-c6f15cf056b2,wooden bed frame
91e04afc-2cf8-478d-ac8e-0fbee2879c76,tablet device
c23fc4b9-9fb1-43b2-8215-4467e363b1e3,small writing desk
0bfba5b3-6d54-4b29-a0e6-f2318ae1f4ab,wool scarf gloves
e4674562-846d-48dc-aeb9-1a8161f58f2e,computer monitor desk
7febdda4-d4f7-42c1-8a5b-3b2a32aef295,tablet device
aee5bcfa-4624-4b60-9453-d7d56d1174df,usb cables charger
5a50114c-6798-45b6-b9d6-7b477ee4d8e2,wool scarf gloves
712ef962-5cb2-4067-890a-4d2ebc88829b,desk lamp
beb1905f-7c6e-46ed-bbc1-f0bc0bfa38c3,walnut sofa couch
08649c76-8769-4532-b369-e289602aded8,chest of drawers dresser
eca7fe1e-4990-4fc2-9085-43d2db37d456,coffee table living room
b4f324ae-364c-45bc-a160-7da2215778c4,spiral notebook binder
f764070f-55d8-4eaf-9b11-3ad0678dfbf6,mattress bedroom
9a9f7d77-7db2-4fd4-91de-c78f6932ca4f,air purifier
a2ed0f5d-3df2-46cd-99be-e5535ce5ffdf,chest of drawers dresser
8e9ae8ca-7c26-4a8d-b0a6-eff88336f4b7,pressure cooker instant pot
5945a9d4-8ad4-417e-bffa-756e68f01558,black desk chair
4bcc6007-213d-4198-bf15-b9a9023173b5,spiral notebook binder
6c4c8622-b974-4dcf-9b5a-af9cf7e8d465,cardboard moving boxes
606a700d-e16b-46d6-8e1e-c87ae80b6418,over ear headphones
0a399b20-d557-4a77-8b5f-c832b8be6e85,weight bench gym
b1981369-5135-4d63-aa37-322aad15b522,chest of drawers dresser
34ef984c-4ea9-4374-b2f6-3f793ce0f059,open textbook desk
6621b3ed-bc8e-48fc-8e44-33eb89a077fd,winter parka coat
199f8bed-5190-42b9-bacb-3306f54e58ce,chest of drawers dresser
6ab02d93-42b1-48c6-a169-1e7fbcc949dc,clothes rack hangers
e6041906-be32-430a-8f07-8c61b9233e62,walnut desk chair
c9f28486-4d47-488b-a596-0da5289a1072,clothes drying rack
e9f51def-4389-457e-9db0-64a86afbfca1,computer mouse desk
9b19c252-cbc4-4875-9f34-93df5c1d7c2c,coffee table living room
22d0b677-ecea-400d-9223-2f2ac8b08060,winter parka coat
f36e3329-315f-4fa2-a8f2-c563910e25f8,open textbook desk
84d07318-95f3-4b45-ad08-949ed1fd7fee,road bicycle
c1dcd116-4542-49be-bf32-649f2ae2e798,over ear headphones
ed675333-3218-4c45-b22a-3e3edf563e1d,kitchen blender
aed382ee-6829-4ce8-86ca-7257b5346258,small writing desk
5ccaa373-9328-4f94-8005-07b7936d3b4d,spiral notebook binder
416b960c-c38a-46e8-80b3-c43c0e73362e,water filter pitcher
2a1724c5-17ff-4fd0-8442-81367fe8ca91,college textbook
1fd0e030-7d48-46bc-ac61-75e514bd7797,clothes drying rack
bac77772-4323-42b6-9f1a-5a5afc2ed2a7,winter boots
6d94b59d-2c1f-4b12-8c4d-151c433a5164,usb cables charger
193c401e-dbfc-42c4-a10f-3f5b06a793f4,over ear headphones
9049ddb2-32a1-41d7-96ea-ac7dd0b38b7c,black mesh office chair
c689e698-03ef-4fc7-a8fb-d323d991ce9b,wooden bed frame
eb6c8244-e4a3-492c-89c2-75851ae9b4ee,mattress bed frame
02d000a2-a5dd-4fc7-9f7e-9a17e1147272,usb cables charger
6f9b4eb7-37bb-43bc-b471-65ee84f3d386,computer mouse desk
ba86ff9b-f682-461c-bb7e-765db88095ea,mens suit
bfb932c4-a30b-4fa8-87f0-557d11ecb143,winter boots
9426c147-9b49-4a22-836b-39b4451a668f,pile of books study
9452e227-fa98-4d50-a087-ca46ee33c27e,desk lamp
2a6a38c2-6a50-45b9-8fc3-40d1a4358875,mattress bedroom
d9cdc362-001c-4546-9418-9b9c386b0b9a,shopping trolley cart
689190d3-c7e2-4f76-9d1a-72fbaebc2b8e,over ear headphones
068c5aad-45c7-4b4f-81f5-13441f0468d3,weight bench gym
c0451167-9adc-4d06-835d-5f6341dbcbc3,vacuum cleaner
bde5065d-e430-4473-b220-ed895a6d7ad0,e-reader ebook
892887a8-58fc-4901-a712-fc99b3bd1075,chest of drawers dresser
660a3471-63f6-4f16-af1d-e966e42a1231,stack of textbooks
fb34a5da-80b7-4104-9f54-ee41d1273bfa,sneakers shoes
b1c69fc2-754a-43ce-b5ed-538262806192,white desk chair
81abfff8-66a5-4d4f-be7e-a1e16cb12246,kick scooter
d058007e-3a74-4caf-8fe3-b7eb38ea5522,open textbook desk
2dbdf992-5a89-49e8-80b8-573e34896451,rice cooker
e072bf0d-373a-4f35-82aa-130bda84aa75,open textbook desk
8f0324f5-8367-4393-a23b-af38200f9105,laptop computer
dba253f8-2e6a-4135-9b40-3a84093414de,toaster oven
7a955753-58f4-43a3-bf76-2d736fc55a2c,bookshelf shelving unit
92347fa1-c88b-47c6-bcbd-9daece3c129e,small writing desk
90632ec4-7ac2-4ef4-a864-e9fab00737cf,bookshelf shelving unit
f9a1259b-d50c-4f9c-a7c1-1d410cad1e40,bookshelf shelving unit
2d4b3ae1-1b3f-43a0-af7e-084156661d0a,computer mouse desk
7754183a-5dfa-4b25-bb03-de6f550ecc84,wooden dining chairs
7118096e-b2e2-4f26-b538-32b10f31107f,vacuum cleaner
0a9685dc-4dd0-48ba-b446-7267de5a4d74,coffee table living room
d82ee3a0-db22-4ff8-b493-5451c014d750,wool scarf gloves
2e9f20db-1075-4c53-8938-83f5af6bd05b,microwave oven
fcdb54f3-6a55-4cf7-9453-bdb3cc127303,e-reader ebook
2c4b8170-5975-40f6-a2f3-a338c635b257,bookshelf shelving unit
647e7aec-eb84-4df0-bea7-8011a82cce25,chest of drawers dresser
4c49c066-0b2a-4cbc-947f-1787c7727f36,open textbook desk
bded8459-ea47-4122-9ba7-5add8a85459a,mattress bed frame
b9c185fd-f5b3-4665-a512-76e5aa641dff,winter boots
c0e93cf7-6305-415f-88cf-e6a8c25ae351,vacuum cleaner
66690ba6-5a00-4690-ac78-70de682e40bd,coffee table living room
72e828fa-8feb-4430-939a-54835f9949d4,laptop computer
cb270b00-9416-4043-8668-a73f897867ff,college textbook
70baaa10-7881-4ed2-bd69-11754025dfe5,wool scarf gloves
d916a321-e749-4fc3-9ddb-537d352b3a90,computer monitor desk
80235f5c-bf6b-4380-bb47-bb9b2f1e1331,bookshelf shelving unit
3d683d67-f2c4-4848-951e-80bb6c93d926,vacuum cleaner
1df1670e-37ad-467d-bc1c-5bd9aecc8a26,standing floor fan
8e8eba10-09ed-4736-9283-5f89aae2cb09,winter boots
01f91ba7-043f-41d8-b076-ef72e4bf1283,mattress bedroom
8e1ec806-b630-4746-b1b8-df19896740ea,college textbook
01bd4867-9d16-443c-ad41-2dc7ca977e2a,small dining table
c025dee3-13ff-43f9-9769-124cd8994617,electric kettle
9ad1131c-049d-48a3-adfa-595031522219,electric scooter
19a55ba4-bddb-484d-9308-968afbb828c8,bicycle pump
a60ebb52-ea82-494e-9e32-b81dd123d9c4,wool overcoat
66175e19-b94f-4b41-b81b-fec1c906a688,stack of textbooks
f7ee3b82-92f3-40bb-b3a1-39344625e48c,pressure cooker instant pot
ad376ae1-10dd-4574-a97a-54be5ca1c9bd,oak sofa couch
ba28a753-a759-48f1-8644-c01c43faa1b0,computer monitor desk
978d70b0-3b70-429d-b57b-d1b883453a1a,electric kettle
928ad995-a6d5-461c-9305-ba6d0ed54768,mechanical keyboard
58a67f62-a6e6-49d8-bd92-252b7238212d,small writing desk
aff3ff09-c42c-4292-85c9-2363dbf90304,mechanical keyboard
d235ecd0-8b78-4359-a79d-b7a1e747bcf0,college textbook
2b1746e1-4305-4c1d-b902-bb71b2c41523,sneakers shoes
59c26a25-4dab-454f-a26e-434e90a1d0e8,bookshelf shelving unit
bf7d51c7-bebd-4a48-9fd6-a004af14429a,oak desk chair
46940786-3094-46b8-bb5b-e602722227b4,stack of textbooks
230f0458-5db1-4c49-810c-ca5ac89508fd,oak sofa couch
5e844357-bae8-4a4b-bd09-66153432efbc,rain jacket
62d5d672-07bc-4f83-a4c2-6fd658507dc3,white sofa couch
34d28842-3797-40a6-9981-0d8c3a15c1c6,rollerblades skates
ed6d0592-e431-4259-8ebe-be4895f009a8,chest of drawers dresser
b71be9ea-43b1-439a-8406-14ef4e12de19,rain jacket
4134ba8f-4c41-4bf7-9aa9-9fb73ff62df6,weight bench gym
a0e1f800-fef8-4401-a551-dab2603053db,road bicycle
883d0947-f619-4727-93c3-cb9b470324bc,black mesh office chair
8c400407-3e6a-416b-8e9c-3b7065358894,black mesh office chair
4fa6fd0d-4483-4969-bef9-2c4cd5918dd5,spiral notebook binder
79ad5dff-acd4-4be3-8c63-3e68021fa5e0,air purifier
ca8a635c-f20f-453e-9487-9a0915923f85,small dining table
82ce3bcd-69bb-4de9-b444-c8270535d203,white wooden desk
3974229a-8d47-411c-8531-4b3dfe49a4b7,mens suit
c6eb18c0-abf1-4417-b95e-5d190a88d053,clothes rack hangers
5cf9b13a-63c9-4c21-a40c-ed67b13873f9,small dining table
8846d38d-9084-4cf3-8f52-0d15448bc416,mattress bed frame
05040bc7-f8ee-473f-9eb1-906cef0fa0e2,black mesh office chair
c047b1ac-3ee7-40e7-91ea-3cd667f0a668,mattress bedroom
993ffc27-c30b-4681-930b-4759a019e1b5,clothes drying rack
a7d6200f-1865-4d9f-90b1-7762faed505c,wooden dining chairs
d2b5b8e3-507c-4155-a305-227345239a37,college textbook
513654a7-4216-46ff-b41f-87d31cf46d42,college textbook
11b76283-d542-475c-b455-1253728448b4,chest of drawers dresser
3a732644-8a24-4838-982a-cbd3f1fc5448,standing desk office
462cd314-90c3-4105-a75c-18f4fabc42d3,college textbook
8a00136a-d41c-4575-8542-db2e00102100,mechanical keyboard
6e9da79b-454e-4553-ba8f-3c917bd8339f,black sofa couch
78baa83c-e631-492d-921d-97f209627a79,vacuum cleaner
f125e869-9452-4b99-8af0-5ee1a1dd4ee1,stack of textbooks
2d3ae7ed-8571-41c6-99b9-7c7877b19c37,tablet device
619153b8-e544-4d57-87b6-e71e0123faaa,black mesh office chair
1bb70f6b-9252-425f-b545-18b462ccb0f6,bookshelf shelving unit
515cebd0-9aed-4531-af61-a14df3c4a443,mattress bed frame
2a4df85a-3a65-4773-a6e1-14563eef1f9d,mattress bedroom
84ecd74c-95ed-48d7-80c9-78cc5fdd05f9,dumbbells weights
1ba8618c-e034-435d-b8b4-18469a5e3163,ski jacket poles
bc03a378-f45b-4e5b-b410-9bdf34272a8e,spiral notebook binder
52c72498-fe45-41aa-bcf6-83c0926502a9,pots and pans cookware
af47e185-33a6-4110-aa6f-2e5a23bdea01,spiral notebook binder
d9d989f2-344d-44c2-be22-b458df17d9b8,beige sofa couch
78adfbea-be15-4b86-b26b-dcaf3b6e8f1a,spiral notebook binder
3b474677-507d-4dd5-b24c-8595e456806e,spiral notebook binder
6e3e9727-f6c9-4237-9f8c-ad4764579c2d,black mesh office chair
3888dfd5-f523-41e1-adb4-ca302e91d660,kick scooter
a093a396-16cc-4869-98c4-476052666830,toaster oven
6b918454-25fe-41b6-82ac-ea1696e736ad,pile of books study
12e89967-cf57-4544-aa9c-b570e9ebc3bc,college textbook
222a7447-ee5c-4ddf-af89-a80ab6e1fc3b,pressure cooker instant pot
52a96df0-7de0-4e84-802a-23c3a9582670,rain jacket
a0001900-66de-4652-8e4d-d44bb4753edd,shopping trolley cart
65305852-c0a6-4f53-b757-0e4776f9e567,winter boots
eacef840-80c7-4ed2-9df1-eac9607b6c3e,air purifier
6ea3b8c9-ce5a-4428-be8f-fbc2529148be,usb cables charger
009c80a9-a0c8-464d-a874-4485b182c204,bicycle pump
e13813c8-7638-4b40-812c-a227d312db3b,stack of textbooks
7fb175d5-e9d6-49e3-a20b-dac02d35a9f2,mattress bed frame
aeb4eab3-8cbc-4050-9be7-bbf4e7cff6be,shoe rack
e892cff7-3eb4-4dad-a846-01f85ccf7080,small dining table
21eabb40-84ea-462a-8033-4880f593fe57,wooden bed frame
9e210195-bfa6-4d4a-b184-8fe88bda5812,espresso coffee machine
123d9b0b-28ab-4140-8be5-76e5fc46bf50,kick scooter
a398d554-be72-47c7-aaf6-18caf0a0d108,tablet device
8e46eb0e-804c-494c-be1c-18025e1baa6d,rollerblades skates
33b9e1e5-4700-4caf-898e-e56f5a33b7f8,open textbook desk
707c402c-5eac-49b5-8895-d7c450124465,birch wooden desk
9719c884-1436-440b-8384-b8e3ba08a845,computer mouse desk
4e9458d2-a4f7-407b-a820-09819ba51ac9,pressure cooker instant pot
8fa6abfc-d3ab-4378-92c3-c6495a544c9f,stack of textbooks
f81e34ec-e0c9-4cc9-9849-027a96eaf091,spiral notebook binder
c1cafc2b-f3df-4a36-8fbb-292b9a8cb8e0,black mesh office chair
9f351a58-20c0-483a-9640-f10d45e5e9f7,wooden dining chairs
ae9e383f-e55d-4d8b-a241-ccf60dc00aa4,laptop computer
923fd331-f61a-4e19-b4eb-1c50ab31761d,dinner plates dishes
3d4c6e40-2252-4854-80c2-3f91546d9c3d,mechanical keyboard
2ffa769a-592c-4d05-8540-c8a7e8b46a89,espresso coffee machine
ee4a25ca-cebd-4772-a399-debc8d10ee4d,open textbook desk
7eb45f70-a092-46a3-aff9-5a277685a321,computer monitor desk
7dec7057-4357-4422-86c3-a8a890c704b7,spiral notebook binder
4a810722-7814-4bc8-85e1-8af51ebe4810,open textbook desk
666c46d8-0d81-4383-9c6b-70c8495e2af7,pile of books study
111acafd-109e-48af-92b3-ffa3926d74e6,over ear headphones
d8980430-714a-4114-8ea7-c45b78400852,espresso coffee machine
b0f498a9-866b-4f9b-a9d3-d277780bdb20,pile of books study
62d6a39a-2c77-4850-8421-a77b951f7e25,clothes drying rack
08055655-8fb6-4fda-953b-331b839cd28a,walnut desk chair
6992c696-9e50-4013-b537-fdf12d8a8d50,computer monitor desk
18286ce1-484e-4c7e-8910-cb4f345f5e75,chest of drawers dresser
551f6f8a-3060-42ef-84a0-b1dfe9a02355,wool scarf gloves
25b1fbbf-933d-4150-97a1-d9c0cb769058,over ear headphones
76523ad9-620b-4649-8d3b-963e3256d884,laptop computer
6f882891-0391-463e-b5ef-fd5844c90317,clothes drying rack
b6ca8416-77bf-4464-a406-cef96ff0ff7c,college textbook
fc497886-92c4-4a5f-917f-1363ad8c7936,pile of books study
9c2277c6-c135-4437-9ee0-f668c9f8a154,chest of drawers dresser
a4be9dad-0983-4f26-ab8e-ddfeccdef484,laptop computer
5f1088d0-5636-402b-9c25-b5a5c3bb9510,winter boots
d35fb347-33c2-4c1b-9b8d-10460c451c09,spiral notebook binder
240141c9-63ce-49cd-8455-b5834065836a,hybrid commuter bicycle
2d8833f0-0dd3-452d-b940-83ec4ddd6caa,black mesh office chair
ce9a93ce-2287-4a99-86f3-a682ee839146,bike helmet lock
676cca08-ae3a-4344-a4c9-cba988396b91,mechanical keyboard
25ca5795-facc-49bb-865e-a858685bb3ee,clothes drying rack
9c52f18c-6734-4c1b-9fff-5051502c2efb,small writing desk
ab5b2f54-0e5f-4227-a1d9-274962ad55b1,full length mirror
fd1725fe-31f6-4a35-9484-c741c7fbebbc,usb cables charger
f6c2aef3-5efd-489b-b106-6ff9215224e1,spiral notebook binder
4b0db089-b073-4912-ab4e-e247d93d0a66,vacuum cleaner
83679ac8-c486-4274-805c-ce0ac1ac9970,small writing desk
e64c68d4-846b-4e12-95d0-9a3807341ee7,walnut sofa couch
56363f5a-36b6-407a-98c6-afbc886dfd29,open textbook desk
793463f6-cec6-4a3c-b41f-02453c501b06,usb cables charger
42d5dab9-f05f-4f6c-b341-14d9f4aaa12e,sneakers shoes
b41d8d06-5e4a-41a3-81b5-dfc6afa19c46,stack of textbooks
54641876-9be8-47d3-9c1b-d3e5ea583b7c,stack of textbooks
270f7090-9bde-445b-83b4-0827df2c7cc2,over ear headphones
a8441b89-3e1b-40c5-9a31-caa91f751706,hybrid commuter bicycle
e5646805-8b58-489e-b1a4-88ae429d3e93,over ear headphones
4fd6ad7a-e61b-4da6-ac8c-08055d5f53de,ski jacket poles
bcad60d1-05a9-4cbe-90d1-0763d0697f0c,pile of books study
3c3763ff-d79a-4844-973f-1f165d7965d2,winter boots
deb8c97e-2718-4f90-bfd2-fcd624b9646d,college textbook
0caa2983-cfc2-4cb5-9f2c-641dad51586a,wool scarf gloves
44f6d201-0f68-44dd-b0e6-8995bf9d58af,stack of textbooks
2eaf8d9a-9e09-483a-9755-9f6f83a00790,kick scooter
9c9ad74f-52c9-43ec-942d-8e81b8e565b1,electric scooter
c31604d5-8907-463f-b44d-5495b96f0364,pile of books study
ef77b50d-023d-4e4b-a6d1-0b1c63b0544a,wool scarf gloves
4c36ee05-19a4-46ca-97b0-e9c1f05a9cc0,wooden dining chairs
31855c33-4a5d-4541-a625-05c472f49f20,bookshelf shelving unit
afc1efd9-06c7-49b6-b1c6-f1791e708980,wool overcoat
535c08c7-7d33-4af0-a722-c8878ff7f388,sneakers shoes
fcbb9bdf-0b3e-47b1-8328-d6a0047f2ac6,laptop computer
69f9a1cd-ac7e-4b27-af2b-5048e146a581,mattress bedroom
1444edcf-cf38-460d-9e96-2bbeea3e0543,stack of textbooks
164f73cf-f3f9-4f37-8b2f-a8672d0aaec8,open textbook desk
ef41dec1-5922-4f0e-94aa-a87cd8e8f8ab,mini fridge
708b3d7e-c85e-4b41-8dc5-cad52ef764ba,small writing desk
d643bed0-9991-48ab-82ed-e7046251c3e4,mens suit
0041abb8-dc84-430a-9fc9-30fcf056bcb1,dinner plates dishes
4323a6e2-b956-4d7b-98cb-cfcc542cef70,kitchen blender
1a72aff4-c91c-4131-a4fb-a6d8cfce67fa,computer monitor desk
26f4cb37-38e9-4540-8ef0-d5d0bb69299a,college textbook
9119efc9-cc31-408c-b66b-362321ee449f,standing desk office
59881e2c-8a43-41c2-83ba-1c09e386c4cb,wool overcoat
4a97fb34-0684-4093-8f48-49c80ae57d99,beige desk chair
bcf191f3-0904-4598-9e9f-a4771081809b,small writing desk
4d0a65ad-610b-4ea3-b7a0-d44fd41df94a,electric scooter
cf37f88f-19be-42cd-be98-37db9f6243e1,pile of books study
0ec959ed-9cec-42c9-965e-78c26eaf23ab,pothos houseplant
3bf26546-854a-49e0-a0d1-a61c966ab126,open textbook desk
fb5a979b-a1ca-4922-aac3-593e7c4996d1,standing floor fan
894b2459-b2ff-49ce-816e-ab0c3e415187,pile of books study
427e42f8-ff2c-4e88-8785-be511d76e4ec,computer monitor desk
30b37eb6-1bc4-41c8-9bcd-065c35cf3998,sneakers shoes
1e80c500-64d1-4ab2-90ca-87084c1f1a23,over ear headphones
cf07eefb-10f7-44c5-9dc1-0ca8531ebc18,tablet device
51ae72d6-3cee-4620-9e2a-212fa5e9b5d9,pile of books study
7267c9a9-1bb7-4652-884f-d5df4c85192c,wool scarf gloves
b46377e6-0742-4982-8f7e-3ef42d0b8fb3,pile of books study
318e323c-e61f-482a-921a-32b61aedfc17,electric kettle
b92c0710-79c7-4c48-82d8-5b92481391a3,college textbook
43207b2c-23f3-4f54-897f-559bb70f6032,small writing desk
9ee076c8-9170-4da0-bc76-30f9c82f2175,winter parka coat
7e26b2e2-de8a-40f4-9242-839f956517c2,winter boots
21b2cd07-7699-41c5-bf74-f9eb2bacd9d0,black mesh office chair
0edeac43-6ee1-43a4-8291-b1b836bbb345,mattress bed frame
b2f69dc6-923f-4a65-bd90-253c15f90ca7,usb cables charger
f74d22a5-1713-4460-8ead-9048ba3be5ff,pile of books study
46617bea-3005-4822-ac45-c73a66efe15e,spiral notebook binder
4ceb3a8d-ff0c-4c3b-b9e3-02cfd952094e,wooden dining chairs
a4fa48a3-3418-4cd6-8fa8-78c687688c4e,road bicycle
d6adbca4-5e2d-46b6-ba4e-c43e1f50e0c3,winter parka coat
ce773135-8084-4455-9d83-31e921b6bdda,computer mouse desk
a4eeb354-6f1e-46cc-bf11-a1a3953a5b8d,yoga mat
d2a82284-578f-48c2-911f-90c4c9cfc6c3,kick scooter
150a5a10-017c-4ac6-bd2c-ae7dd39d7290,clothes drying rack
88b269a7-3a2f-48fd-87df-6dd64d9ec756,vacuum cleaner
b16aba42-8303-4896-851c-2b636cb387cc,wooden dining chairs
f9b45913-3e80-4bf8-83f4-5aa8424a4d75,small writing desk
3ee98c7c-6680-4959-9db3-bc51a8f98772,coffee mugs glasses
28e80ccd-e82d-4829-b4d0-341f57d16e6b,college textbook
3380f717-ef85-4c3e-9c91-5dba84f01fab,sneakers shoes
d7c8b283-3689-47b8-aaff-4a6ddcd89f3c,chest of drawers dresser
8d164539-6279-45fb-bcf6-759b6f5aac16,standing desk office
00f5b599-b0ae-46ec-beb6-4a9c3516883d,sneakers shoes
0facd74b-1cde-4cc4-a0a9-933dc5ba6849,water filter pitcher
ba86ed82-d8c2-4b3b-83dc-ce63a5dc1385,chest of drawers dresser
35ed3a95-603c-4846-b011-ec9b22e15446,coffee table living room
c42d0ae6-e163-4efd-8c12-619c1070c8cc,mattress bed frame
e5d22baa-486b-4027-a186-66f259469b28,mens suit
7dcd3adf-d3b3-4598-9de2-a6209da0868c,open textbook desk
286cd776-c173-48b7-b24e-46ae63772270,winter boots
1ad0667c-bccf-4856-a1c8-a35e70af9972,electric scooter
090f111e-0b60-405a-b250-08fd3900795e,mattress bedroom
fdfd0824-172f-4b4a-b278-6eb35f13e393,desk lamp
476e4533-c91a-402b-8ebd-21a42412c09b,shopping trolley cart
2918e7b7-6524-4908-a55e-eee1017ef0b2,yoga mat
9ac1f73e-0bf2-4654-9107-a0eac581b35e,pile of books study
bf75d332-ca89-482d-9db0-19c155ffc804,winter parka coat
61688917-6682-4106-8885-1e6491e073bd,birch sofa couch
4f52d9b2-4918-4bc2-97c4-496290fe0646,electric kettle
9422b3c9-fcb9-45a9-a98d-9d75f872adad,college textbook
502d088a-6c9c-4992-948e-48a6f24d9d7d,laptop computer
9d9489da-1d9a-42f3-ab72-d36d4a9a0a14,coffee mugs glasses
aa09c604-53d7-4e79-9ee8-b1e773fae2c8,desk lamp
d61d7f03-a081-4990-bd17-00cf30d20b88,computer monitor desk
99e28307-9a8a-4b2b-ab00-675b42077763,computer monitor desk
9def5d2c-0972-4778-a051-9299bd98ad31,laptop computer
c8f837d8-1ae3-482c-b2a6-4ca0393af822,laptop computer
91d3319a-e561-42a3-8e64-32594c9facf7,small dining table
6f9011a6-36ee-41a4-89d0-60716aa1ffd9,electric scooter
751cb8a1-c85c-4e6b-b02c-317f5e7b3a6f,college textbook
eedbc9e5-4170-412d-a60c-70be4864340c,open textbook desk
2b139452-5de0-4b12-81fd-23e6cb38c478,over ear headphones
689c62ac-0e0b-4190-b53a-5757350d0884,small writing desk
e36a37ed-8ace-4cdd-abea-494a9c2c0ab6,laptop computer
c76709ff-2909-40a2-ad54-2fee62ae4557,college textbook
5e6afdfd-1248-4fc4-b4c3-e21ac98231cd,stack of textbooks
6a1833b0-7f62-4e76-8e50-58b9712e99bc,hybrid commuter bicycle
75ab175e-bac7-4c1b-9ee5-3bf66bc76c71,college textbook
d0e5a8c4-6596-496a-9c01-f1b2f57293ad,small dining table
19c12ee6-9b78-4e39-ae0f-14932788e2e8,bookshelf shelving unit
c412dbe2-2164-467b-85fa-ee361c57a270,vacuum cleaner
62ce9f64-d6fa-40d0-a935-665abda3f254,bookshelf shelving unit
9eff4bb2-f0bd-44df-9ca1-1c4084f0eaed,small dining table
cc009481-54ff-4466-a6a5-af2a1e9d92c2,college textbook
fc8b3fc6-a32b-4f33-a353-4f2a174e99e0,open textbook desk
599b6740-9f86-4987-aecb-398e8d65329e,mechanical keyboard
3ed96cdb-a5a5-4478-80d9-2a2af0d6df27,stack of textbooks
e55321cb-3449-4ccf-a874-96c600368221,oak sofa couch
bacb60c1-53c7-4659-a219-7b2d3d903d3f,desk lamp
e3782f47-3eb7-4e7e-a42e-d0c807c101a6,standing desk office
644d9189-0096-4c8c-8008-6eae6d15f8d8,usb cables charger
a95e1201-c84b-4144-9447-c1ebb7949fa3,standing desk office
31736ac8-403b-4f1a-830a-c60231b318b6,shoe rack
c6c3004e-120c-4843-a01d-77f2c92247cb,wooden bed frame
f0058471-caee-4d41-b205-f692b51311e2,vacuum cleaner
ff8f6698-3158-4fd4-aa5f-61d000fafdbd,pile of books study
79a92a7c-8cf5-40de-9fd0-799a73e2f664,stack of textbooks
b5956df7-862e-45fb-8fac-9361339cd87f,wooden dining chairs
5f9f43f3-c10d-4a7e-8090-cb704c5feabb,college textbook
09cc12f5-e90a-48ae-b9f4-a99d2a9418e4,electric scooter
7f412798-7f7a-46fb-9512-45b312967c80,mini fridge
e9d5ed0d-c2d1-4bac-a6a3-8395af12b6e7,small writing desk
77a4ca41-4f8d-46b4-9200-89307bb0e00c,pile of books study
809d2eb8-0172-4893-b84e-073aceac5166,stack of textbooks
687618a3-714c-4f4f-bd20-7b1c376d7a90,mattress bed frame
39ed1c42-83ef-4dc7-9b13-8c6b85440ec3,rice cooker
90fbc26b-cdf4-4c08-97ee-f3e04fbc37fd,wooden bed frame
98c6c6eb-9bb3-4e12-a383-a7de68f859ce,winter parka coat
dc874142-f66d-46d3-81b3-bc2c23858a14,usb cables charger
d5bdc74c-5363-4048-86a2-d4df478d25e3,standing desk office
a4425211-989f-469e-a720-479fdc47b9fb,electric kettle
9db87b13-29e0-47f4-b131-ce8058bb263f,college textbook
a78064e2-3384-4277-8814-eaba19652e89,black mesh office chair
282068fe-7718-4c20-b539-68c9f262c647,mattress bed frame
99107c05-c40b-4b6a-a328-b66d4ffb7e0a,laptop computer
fefb542c-a0d7-451c-933a-c9279b827840,wooden dining chairs
502a15a3-271b-4bc5-8eb3-a8c0f97f65af,winter parka coat
9f05147b-d8fd-48e6-9f0d-7f4074e6deee,usb cables charger
628f299f-7fa7-4f2d-97f3-e8adc3bec4e9,stack of textbooks
